clip_id,set_id,set_name,class,description,dramatic_use,camera_behavior,duration_seconds,looping,fps,master_resolution,character_safe_area,foreground_motion,background_motion,lighting_change,weather_fx,sound_suggestion,required_source_art,generation_method,visualizer_compatibility,transition_requirement,status
JV-PRL-CLP-MIC-DAY-SUM-V001,JV-PRL,Lantern Walk,micro insert,Lantern Walk micro insert,"public life, shopping, buskers, encounters",subtle local action,3,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic downtown ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-PRL-CLP-EST-DAY-SUM-V001,JV-PRL,Lantern Walk,establishing move,Lantern Walk establishing move,"public life, shopping, buskers, encounters",slow push or drift,8,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic downtown ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-PRL-CLP-AMB-DAY-SUM-V001,JV-PRL,Lantern Walk,ambient loop,Lantern Walk ambient loop,"public life, shopping, buskers, encounters","foliage, water, practical light only",16,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic downtown ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-PRL-CLP-DLG-DAY-SUM-V001,JV-PRL,Lantern Walk,dialogue loop,Lantern Walk dialogue loop,"public life, shopping, buskers, encounters",very low-amplitude background motion,24,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic downtown ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-PRL-CLP-LONG-DAY-SUM-V001,JV-PRL,Lantern Walk,long environmental loop,Lantern Walk long environmental loop,"public life, shopping, buskers, encounters",meditative non-distracting motion,45,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic downtown ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-PRL-CLP-TRV-DAY-SUM-V001,JV-PRL,Lantern Walk,travel transition,Lantern Walk travel transition,"public life, shopping, buskers, encounters",forward or lateral camera travel,10,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic downtown ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-JUI-CLP-MIC-DAY-SUM-V001,JV-JUI,Brightroot Juice Bar,micro insert,Brightroot Juice Bar micro insert,"quick meetings, healthy ritual, comedy",subtle local action,3,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-JUI-CLP-EST-DAY-SUM-V001,JV-JUI,Brightroot Juice Bar,establishing move,Brightroot Juice Bar establishing move,"quick meetings, healthy ritual, comedy",slow push or drift,8,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-JUI-CLP-AMB-DAY-SUM-V001,JV-JUI,Brightroot Juice Bar,ambient loop,Brightroot Juice Bar ambient loop,"quick meetings, healthy ritual, comedy","foliage, water, practical light only",16,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-JUI-CLP-DLG-DAY-SUM-V001,JV-JUI,Brightroot Juice Bar,dialogue loop,Brightroot Juice Bar dialogue loop,"quick meetings, healthy ritual, comedy",very low-amplitude background motion,24,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-JUI-CLP-LONG-DAY-SUM-V001,JV-JUI,Brightroot Juice Bar,long environmental loop,Brightroot Juice Bar long environmental loop,"quick meetings, healthy ritual, comedy",meditative non-distracting motion,45,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-JUI-CLP-TRV-DAY-SUM-V001,JV-JUI,Brightroot Juice Bar,travel transition,Brightroot Juice Bar travel transition,"quick meetings, healthy ritual, comedy",forward or lateral camera travel,10,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-TON-CLP-MIC-DAY-SUM-V001,JV-TON,Juniper Tonic House,micro insert,Juniper Tonic House micro insert,"intimate counsel, apothecary ritual",subtle local action,3,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-TON-CLP-EST-DAY-SUM-V001,JV-TON,Juniper Tonic House,establishing move,Juniper Tonic House establishing move,"intimate counsel, apothecary ritual",slow push or drift,8,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-TON-CLP-AMB-DAY-SUM-V001,JV-TON,Juniper Tonic House,ambient loop,Juniper Tonic House ambient loop,"intimate counsel, apothecary ritual","foliage, water, practical light only",16,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-TON-CLP-DLG-DAY-SUM-V001,JV-TON,Juniper Tonic House,dialogue loop,Juniper Tonic House dialogue loop,"intimate counsel, apothecary ritual",very low-amplitude background motion,24,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-TON-CLP-LONG-DAY-SUM-V001,JV-TON,Juniper Tonic House,long environmental loop,Juniper Tonic House long environmental loop,"intimate counsel, apothecary ritual",meditative non-distracting motion,45,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-TON-CLP-TRV-DAY-SUM-V001,JV-TON,Juniper Tonic House,travel transition,Juniper Tonic House travel transition,"intimate counsel, apothecary ritual",forward or lateral camera travel,10,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-SUS-CLP-MIC-DAY-SUM-V001,JV-SUS,Riverstone Sushi,micro insert,Riverstone Sushi micro insert,"meals, dates, ensemble celebration",subtle local action,3,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-SUS-CLP-EST-DAY-SUM-V001,JV-SUS,Riverstone Sushi,establishing move,Riverstone Sushi establishing move,"meals, dates, ensemble celebration",slow push or drift,8,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-SUS-CLP-AMB-DAY-SUM-V001,JV-SUS,Riverstone Sushi,ambient loop,Riverstone Sushi ambient loop,"meals, dates, ensemble celebration","foliage, water, practical light only",16,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-SUS-CLP-DLG-DAY-SUM-V001,JV-SUS,Riverstone Sushi,dialogue loop,Riverstone Sushi dialogue loop,"meals, dates, ensemble celebration",very low-amplitude background motion,24,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-SUS-CLP-LONG-DAY-SUM-V001,JV-SUS,Riverstone Sushi,long environmental loop,Riverstone Sushi long environmental loop,"meals, dates, ensemble celebration",meditative non-distracting motion,45,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-SUS-CLP-TRV-DAY-SUM-V001,JV-SUS,Riverstone Sushi,travel transition,Riverstone Sushi travel transition,"meals, dates, ensemble celebration",forward or lateral camera travel,10,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-GRO-CLP-MIC-DAY-SUM-V001,JV-GRO,Joeville Commons Market,micro insert,Joeville Commons Market micro insert,"shopping, chance encounters, errands",subtle local action,3,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-GRO-CLP-EST-DAY-SUM-V001,JV-GRO,Joeville Commons Market,establishing move,Joeville Commons Market establishing move,"shopping, chance encounters, errands",slow push or drift,8,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-GRO-CLP-AMB-DAY-SUM-V001,JV-GRO,Joeville Commons Market,ambient loop,Joeville Commons Market ambient loop,"shopping, chance encounters, errands","foliage, water, practical light only",16,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-GRO-CLP-DLG-DAY-SUM-V001,JV-GRO,Joeville Commons Market,dialogue loop,Joeville Commons Market dialogue loop,"shopping, chance encounters, errands",very low-amplitude background motion,24,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-GRO-CLP-LONG-DAY-SUM-V001,JV-GRO,Joeville Commons Market,long environmental loop,Joeville Commons Market long environmental loop,"shopping, chance encounters, errands",meditative non-distracting motion,45,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-GRO-CLP-TRV-DAY-SUM-V001,JV-GRO,Joeville Commons Market,travel transition,Joeville Commons Market travel transition,"shopping, chance encounters, errands",forward or lateral camera travel,10,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic wellness ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-CRK-CLP-MIC-DAY-SUM-V001,JV-CRK,Joeville Creek Path,micro insert,Joeville Creek Path micro insert,walking dialogue and transitions,subtle local action,3,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-CRK-CLP-EST-DAY-SUM-V001,JV-CRK,Joeville Creek Path,establishing move,Joeville Creek Path establishing move,walking dialogue and transitions,slow push or drift,8,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-CRK-CLP-AMB-DAY-SUM-V001,JV-CRK,Joeville Creek Path,ambient loop,Joeville Creek Path ambient loop,walking dialogue and transitions,"foliage, water, practical light only",16,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-CRK-CLP-DLG-DAY-SUM-V001,JV-CRK,Joeville Creek Path,dialogue loop,Joeville Creek Path dialogue loop,walking dialogue and transitions,very low-amplitude background motion,24,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-CRK-CLP-LONG-DAY-SUM-V001,JV-CRK,Joeville Creek Path,long environmental loop,Joeville Creek Path long environmental loop,walking dialogue and transitions,meditative non-distracting motion,45,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-CRK-CLP-TRV-DAY-SUM-V001,JV-CRK,Joeville Creek Path,travel transition,Joeville Creek Path travel transition,walking dialogue and transitions,forward or lateral camera travel,10,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-RES-CLP-MIC-DAY-SUM-V001,JV-RES,Sunward Residential Street,micro insert,Sunward Residential Street micro insert,"home transitions, quiet daily life",subtle local action,3,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic residential ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-RES-CLP-EST-DAY-SUM-V001,JV-RES,Sunward Residential Street,establishing move,Sunward Residential Street establishing move,"home transitions, quiet daily life",slow push or drift,8,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic residential ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-RES-CLP-AMB-DAY-SUM-V001,JV-RES,Sunward Residential Street,ambient loop,Sunward Residential Street ambient loop,"home transitions, quiet daily life","foliage, water, practical light only",16,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic residential ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-RES-CLP-DLG-DAY-SUM-V001,JV-RES,Sunward Residential Street,dialogue loop,Sunward Residential Street dialogue loop,"home transitions, quiet daily life",very low-amplitude background motion,24,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic residential ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-RES-CLP-LONG-DAY-SUM-V001,JV-RES,Sunward Residential Street,long environmental loop,Sunward Residential Street long environmental loop,"home transitions, quiet daily life",meditative non-distracting motion,45,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic residential ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-RES-CLP-TRV-DAY-SUM-V001,JV-RES,Sunward Residential Street,travel transition,Sunward Residential Street travel transition,"home transitions, quiet daily life",forward or lateral camera travel,10,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic residential ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-PLZ-CLP-MIC-DAY-SUM-V001,JV-PLZ,Civic Weave Plaza,micro insert,Civic Weave Plaza micro insert,"public gathering, announcements, ensemble",subtle local action,3,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic downtown ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-PLZ-CLP-EST-DAY-SUM-V001,JV-PLZ,Civic Weave Plaza,establishing move,Civic Weave Plaza establishing move,"public gathering, announcements, ensemble",slow push or drift,8,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic downtown ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-PLZ-CLP-AMB-DAY-SUM-V001,JV-PLZ,Civic Weave Plaza,ambient loop,Civic Weave Plaza ambient loop,"public gathering, announcements, ensemble","foliage, water, practical light only",16,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic downtown ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-PLZ-CLP-DLG-DAY-SUM-V001,JV-PLZ,Civic Weave Plaza,dialogue loop,Civic Weave Plaza dialogue loop,"public gathering, announcements, ensemble",very low-amplitude background motion,24,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic downtown ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-PLZ-CLP-LONG-DAY-SUM-V001,JV-PLZ,Civic Weave Plaza,long environmental loop,Civic Weave Plaza long environmental loop,"public gathering, announcements, ensemble",meditative non-distracting motion,45,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic downtown ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-PLZ-CLP-TRV-DAY-SUM-V001,JV-PLZ,Civic Weave Plaza,travel transition,Civic Weave Plaza travel transition,"public gathering, announcements, ensemble",forward or lateral camera travel,10,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic downtown ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-BRG-CLP-MIC-DAY-SUM-V001,JV-BRG,Rainbow Footbridge,micro insert,Rainbow Footbridge micro insert,"crossing, meeting, visual transition",subtle local action,3,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
