shot_id,set_id,set_name,district,shot_class,camera,time,season,dramatic_use,cast_capacity,character_safe_area,ground_horizon,layers,clean_plate,status
JV-FAL-STL-DLG-OTS-L-DAY-V001,JV-FAL,Joeville Falls,Canyon,clean over-shoulder left,65mm-equivalent,clear late-morning,summer master,"wonder, intimacy, reflection",5,left foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-FAL-STL-DLG-OTS-R-DAY-V001,JV-FAL,Joeville Falls,Canyon,clean over-shoulder right,65mm-equivalent,clear late-morning,summer master,"wonder, intimacy, reflection",5,right foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-FAL-STL-DLG-GRP-DAY-V001,JV-FAL,Joeville Falls,Canyon,three-to-five group dialogue,40mm-equivalent,clear late-morning,summer master,"wonder, intimacy, reflection",5,five anchors with non-crossing eyelines,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-FAL-STL-MOVE-LR-DAY-V001,JV-FAL,Joeville Falls,Canyon,side-tracking movement plate,35mm orthogonal-feel,clear late-morning,summer master,"wonder, intimacy, reflection",5,unbroken lateral path across 70 percent width,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-FAL-STL-POV-DAY-V001,JV-FAL,Joeville Falls,Canyon,character point of view,45mm-equivalent,clear late-morning,summer master,"wonder, intimacy, reflection",5,no baked character; clear focal subject,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-FAL-STL-INS-SGN-DAY-V001,JV-FAL,Joeville Falls,Canyon,controlled signage insert,70mm-equivalent,clear late-morning,summer master,"wonder, intimacy, reflection",5,blank sign substrate for graphic pass,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-FAL-STL-CLN-DAY-V001,JV-FAL,Joeville Falls,Canyon,empty clean plate,matching master lens,clear late-morning,summer master,"wonder, intimacy, reflection",5,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-FAL-STL-CLN-GOLD-V001,JV-FAL,Joeville Falls,Canyon,empty clean plate,matching master lens,golden hour,summer master,"wonder, intimacy, reflection",5,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-FAL-STL-CLN-NIGHT-V001,JV-FAL,Joeville Falls,Canyon,empty clean plate,matching master lens,blue-hour-to-night,summer master,"wonder, intimacy, reflection",5,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-EST-EW-DAY-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,extreme-wide establishing,24mm-equivalent elevated,clear late-morning,summer master,"ritual, reflection, council",13,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-EST-EW-GOLD-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,extreme-wide establishing,24mm-equivalent elevated,golden hour,summer master,"ritual, reflection, council",13,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-EST-EW-NIGHT-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,extreme-wide establishing,24mm-equivalent elevated,blue-hour-to-night,summer master,"ritual, reflection, council",13,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-EXT-MAS-DAY-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,exterior master,28mm-equivalent eye-level,clear late-morning,summer master,"ritual, reflection, council",13,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-EXT-MAS-GOLD-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,exterior master,28mm-equivalent eye-level,golden hour,summer master,"ritual, reflection, council",13,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-EXT-MAS-NIGHT-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,exterior master,28mm-equivalent eye-level,blue-hour-to-night,summer master,"ritual, reflection, council",13,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-EXT-REV-DAY-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,exterior reverse,35mm-equivalent eye-level,clear late-morning,summer master,"ritual, reflection, council",13,departure path and town orientation clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-INT-MAS-DAY-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,interior or primary-area master,28mm-equivalent,clear late-morning,summer master,"ritual, reflection, council",13,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-INT-MAS-GOLD-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,interior or primary-area master,28mm-equivalent,golden hour,summer master,"ritual, reflection, council",13,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-INT-MAS-NIGHT-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,interior or primary-area master,28mm-equivalent,blue-hour-to-night,summer master,"ritual, reflection, council",13,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-INT-REV-DAY-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,reverse master,32mm-equivalent,clear late-morning,summer master,"ritual, reflection, council",13,reverse eyelines and window continuity,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-DLG-2S-DAY-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,clean dialogue two-shot,50mm-equivalent,clear late-morning,summer master,"ritual, reflection, council",13,two 34x52-cell figures plus gesture clearance,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-DLG-OTS-L-DAY-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,clean over-shoulder left,65mm-equivalent,clear late-morning,summer master,"ritual, reflection, council",13,left foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-DLG-OTS-R-DAY-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,clean over-shoulder right,65mm-equivalent,clear late-morning,summer master,"ritual, reflection, council",13,right foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-DLG-GRP-DAY-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,three-to-five group dialogue,40mm-equivalent,clear late-morning,summer master,"ritual, reflection, council",13,five anchors with non-crossing eyelines,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-ENS-13-DAY-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,full-cast ensemble master,28mm-equivalent,clear late-morning,summer master,"ritual, reflection, council",13,thirteen anchors; only where capacity allows,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-MOVE-LR-DAY-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,side-tracking movement plate,35mm orthogonal-feel,clear late-morning,summer master,"ritual, reflection, council",13,unbroken lateral path across 70 percent width,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-POV-DAY-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,character point of view,45mm-equivalent,clear late-morning,summer master,"ritual, reflection, council",13,no baked character; clear focal subject,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-INS-SGN-DAY-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,controlled signage insert,70mm-equivalent,clear late-morning,summer master,"ritual, reflection, council",13,blank sign substrate for graphic pass,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-CLN-DAY-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,empty clean plate,matching master lens,clear late-morning,summer master,"ritual, reflection, council",13,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-CLN-GOLD-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,empty clean plate,matching master lens,golden hour,summer master,"ritual, reflection, council",13,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-MED-STL-CLN-NIGHT-V001,JV-MED,Thirteen Stones Meditation Circle,Castle Ridge,empty clean plate,matching master lens,blue-hour-to-night,summer master,"ritual, reflection, council",13,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-EST-EW-DAY-V001,JV-DAN,Current Hall,Creek Corridor,extreme-wide establishing,24mm-equivalent elevated,clear late-morning,summer master,"ecstatic dance, celebration, decompression",13,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-EST-EW-GOLD-V001,JV-DAN,Current Hall,Creek Corridor,extreme-wide establishing,24mm-equivalent elevated,golden hour,summer master,"ecstatic dance, celebration, decompression",13,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-EST-EW-NIGHT-V001,JV-DAN,Current Hall,Creek Corridor,extreme-wide establishing,24mm-equivalent elevated,blue-hour-to-night,summer master,"ecstatic dance, celebration, decompression",13,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-EXT-MAS-DAY-V001,JV-DAN,Current Hall,Creek Corridor,exterior master,28mm-equivalent eye-level,clear late-morning,summer master,"ecstatic dance, celebration, decompression",13,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-EXT-MAS-GOLD-V001,JV-DAN,Current Hall,Creek Corridor,exterior master,28mm-equivalent eye-level,golden hour,summer master,"ecstatic dance, celebration, decompression",13,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-EXT-MAS-NIGHT-V001,JV-DAN,Current Hall,Creek Corridor,exterior master,28mm-equivalent eye-level,blue-hour-to-night,summer master,"ecstatic dance, celebration, decompression",13,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-EXT-REV-DAY-V001,JV-DAN,Current Hall,Creek Corridor,exterior reverse,35mm-equivalent eye-level,clear late-morning,summer master,"ecstatic dance, celebration, decompression",13,departure path and town orientation clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-INT-MAS-DAY-V001,JV-DAN,Current Hall,Creek Corridor,interior or primary-area master,28mm-equivalent,clear late-morning,summer master,"ecstatic dance, celebration, decompression",13,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-INT-MAS-GOLD-V001,JV-DAN,Current Hall,Creek Corridor,interior or primary-area master,28mm-equivalent,golden hour,summer master,"ecstatic dance, celebration, decompression",13,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-INT-MAS-NIGHT-V001,JV-DAN,Current Hall,Creek Corridor,interior or primary-area master,28mm-equivalent,blue-hour-to-night,summer master,"ecstatic dance, celebration, decompression",13,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-INT-REV-DAY-V001,JV-DAN,Current Hall,Creek Corridor,reverse master,32mm-equivalent,clear late-morning,summer master,"ecstatic dance, celebration, decompression",13,reverse eyelines and window continuity,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-DLG-2S-DAY-V001,JV-DAN,Current Hall,Creek Corridor,clean dialogue two-shot,50mm-equivalent,clear late-morning,summer master,"ecstatic dance, celebration, decompression",13,two 34x52-cell figures plus gesture clearance,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-DLG-OTS-L-DAY-V001,JV-DAN,Current Hall,Creek Corridor,clean over-shoulder left,65mm-equivalent,clear late-morning,summer master,"ecstatic dance, celebration, decompression",13,left foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-DLG-OTS-R-DAY-V001,JV-DAN,Current Hall,Creek Corridor,clean over-shoulder right,65mm-equivalent,clear late-morning,summer master,"ecstatic dance, celebration, decompression",13,right foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-DLG-GRP-DAY-V001,JV-DAN,Current Hall,Creek Corridor,three-to-five group dialogue,40mm-equivalent,clear late-morning,summer master,"ecstatic dance, celebration, decompression",13,five anchors with non-crossing eyelines,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-ENS-13-DAY-V001,JV-DAN,Current Hall,Creek Corridor,full-cast ensemble master,28mm-equivalent,clear late-morning,summer master,"ecstatic dance, celebration, decompression",13,thirteen anchors; only where capacity allows,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-MOVE-LR-DAY-V001,JV-DAN,Current Hall,Creek Corridor,side-tracking movement plate,35mm orthogonal-feel,clear late-morning,summer master,"ecstatic dance, celebration, decompression",13,unbroken lateral path across 70 percent width,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-POV-DAY-V001,JV-DAN,Current Hall,Creek Corridor,character point of view,45mm-equivalent,clear late-morning,summer master,"ecstatic dance, celebration, decompression",13,no baked character; clear focal subject,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-INS-SGN-DAY-V001,JV-DAN,Current Hall,Creek Corridor,controlled signage insert,70mm-equivalent,clear late-morning,summer master,"ecstatic dance, celebration, decompression",13,blank sign substrate for graphic pass,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-CLN-DAY-V001,JV-DAN,Current Hall,Creek Corridor,empty clean plate,matching master lens,clear late-morning,summer master,"ecstatic dance, celebration, decompression",13,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-CLN-GOLD-V001,JV-DAN,Current Hall,Creek Corridor,empty clean plate,matching master lens,golden hour,summer master,"ecstatic dance, celebration, decompression",13,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-DAN-STL-CLN-NIGHT-V001,JV-DAN,Current Hall,Creek Corridor,empty clean plate,matching master lens,blue-hour-to-night,summer master,"ecstatic dance, celebration, decompression",13,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-EST-EW-DAY-V001,JV-TRL,Foothill Trail System,Mountain,extreme-wide establishing,24mm-equivalent elevated,clear late-morning,summer master,"walking dialogue, challenge, discovery",5,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-EST-EW-GOLD-V001,JV-TRL,Foothill Trail System,Mountain,extreme-wide establishing,24mm-equivalent elevated,golden hour,summer master,"walking dialogue, challenge, discovery",5,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-EST-EW-NIGHT-V001,JV-TRL,Foothill Trail System,Mountain,extreme-wide establishing,24mm-equivalent elevated,blue-hour-to-night,summer master,"walking dialogue, challenge, discovery",5,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-EXT-MAS-DAY-V001,JV-TRL,Foothill Trail System,Mountain,exterior master,28mm-equivalent eye-level,clear late-morning,summer master,"walking dialogue, challenge, discovery",5,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-EXT-MAS-GOLD-V001,JV-TRL,Foothill Trail System,Mountain,exterior master,28mm-equivalent eye-level,golden hour,summer master,"walking dialogue, challenge, discovery",5,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-EXT-MAS-NIGHT-V001,JV-TRL,Foothill Trail System,Mountain,exterior master,28mm-equivalent eye-level,blue-hour-to-night,summer master,"walking dialogue, challenge, discovery",5,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-EXT-REV-DAY-V001,JV-TRL,Foothill Trail System,Mountain,exterior reverse,35mm-equivalent eye-level,clear late-morning,summer master,"walking dialogue, challenge, discovery",5,departure path and town orientation clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-INT-MAS-DAY-V001,JV-TRL,Foothill Trail System,Mountain,interior or primary-area master,28mm-equivalent,clear late-morning,summer master,"walking dialogue, challenge, discovery",5,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-INT-MAS-GOLD-V001,JV-TRL,Foothill Trail System,Mountain,interior or primary-area master,28mm-equivalent,golden hour,summer master,"walking dialogue, challenge, discovery",5,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-INT-MAS-NIGHT-V001,JV-TRL,Foothill Trail System,Mountain,interior or primary-area master,28mm-equivalent,blue-hour-to-night,summer master,"walking dialogue, challenge, discovery",5,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-INT-REV-DAY-V001,JV-TRL,Foothill Trail System,Mountain,reverse master,32mm-equivalent,clear late-morning,summer master,"walking dialogue, challenge, discovery",5,reverse eyelines and window continuity,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-DLG-2S-DAY-V001,JV-TRL,Foothill Trail System,Mountain,clean dialogue two-shot,50mm-equivalent,clear late-morning,summer master,"walking dialogue, challenge, discovery",5,two 34x52-cell figures plus gesture clearance,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-DLG-OTS-L-DAY-V001,JV-TRL,Foothill Trail System,Mountain,clean over-shoulder left,65mm-equivalent,clear late-morning,summer master,"walking dialogue, challenge, discovery",5,left foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-DLG-OTS-R-DAY-V001,JV-TRL,Foothill Trail System,Mountain,clean over-shoulder right,65mm-equivalent,clear late-morning,summer master,"walking dialogue, challenge, discovery",5,right foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-DLG-GRP-DAY-V001,JV-TRL,Foothill Trail System,Mountain,three-to-five group dialogue,40mm-equivalent,clear late-morning,summer master,"walking dialogue, challenge, discovery",5,five anchors with non-crossing eyelines,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-MOVE-LR-DAY-V001,JV-TRL,Foothill Trail System,Mountain,side-tracking movement plate,35mm orthogonal-feel,clear late-morning,summer master,"walking dialogue, challenge, discovery",5,unbroken lateral path across 70 percent width,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-POV-DAY-V001,JV-TRL,Foothill Trail System,Mountain,character point of view,45mm-equivalent,clear late-morning,summer master,"walking dialogue, challenge, discovery",5,no baked character; clear focal subject,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-INS-SGN-DAY-V001,JV-TRL,Foothill Trail System,Mountain,controlled signage insert,70mm-equivalent,clear late-morning,summer master,"walking dialogue, challenge, discovery",5,blank sign substrate for graphic pass,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-CLN-DAY-V001,JV-TRL,Foothill Trail System,Mountain,empty clean plate,matching master lens,clear late-morning,summer master,"walking dialogue, challenge, discovery",5,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-CLN-GOLD-V001,JV-TRL,Foothill Trail System,Mountain,empty clean plate,matching master lens,golden hour,summer master,"walking dialogue, challenge, discovery",5,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TRL-STL-CLN-NIGHT-V001,JV-TRL,Foothill Trail System,Mountain,empty clean plate,matching master lens,blue-hour-to-night,summer master,"walking dialogue, challenge, discovery",5,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-EST-EW-DAY-V001,JV-CAS,Castle Grace,Castle Ridge,extreme-wide establishing,24mm-equivalent elevated,clear late-morning,summer master,"home base, council, feast, celebration",13,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-EST-EW-GOLD-V001,JV-CAS,Castle Grace,Castle Ridge,extreme-wide establishing,24mm-equivalent elevated,golden hour,summer master,"home base, council, feast, celebration",13,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-EST-EW-NIGHT-V001,JV-CAS,Castle Grace,Castle Ridge,extreme-wide establishing,24mm-equivalent elevated,blue-hour-to-night,summer master,"home base, council, feast, celebration",13,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
