requirement_id,requirement,artifacts,tests,status
REQ-TRANS-026,Specify essential transition tr_body_to_closeup,catalogs/transition-matrix.json;transitions/01_ESSENTIAL_TRANSITION_MATRIX.md,TRANS-026-UNIT;TRANS-026-INTEGRATION;TRANS-026-VISUAL,COVERED_BY_PLAN
REQ-TRANS-027,Specify essential transition tr_closeup_to_body,catalogs/transition-matrix.json;transitions/01_ESSENTIAL_TRANSITION_MATRIX.md,TRANS-027-UNIT;TRANS-027-INTEGRATION;TRANS-027-VISUAL,COVERED_BY_PLAN
REQ-TRANS-028,Specify essential transition tr_semantic_settle,catalogs/transition-matrix.json;transitions/01_ESSENTIAL_TRANSITION_MATRIX.md,TRANS-028-UNIT;TRANS-028-INTEGRATION;TRANS-028-VISUAL,COVERED_BY_PLAN
REQ-TRANS-029,Specify essential transition tr_interrupt_to_breaking,catalogs/transition-matrix.json;transitions/01_ESSENTIAL_TRANSITION_MATRIX.md,TRANS-029-UNIT;TRANS-029-INTEGRATION;TRANS-029-VISUAL,COVERED_BY_PLAN
REQ-TRANS-030,Specify essential transition tr_speech_generation_replace,catalogs/transition-matrix.json;transitions/01_ESSENTIAL_TRANSITION_MATRIX.md,TRANS-030-UNIT;TRANS-030-INTEGRATION;TRANS-030-VISUAL,COVERED_BY_PLAN
REQ-SYS-001,Inspect current remote refs and record commit dates,current-state/00_REPOSITORY_MANIFEST.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-002,Map Python architecture and current coverage,current-state/02_PYTHON_ARCHITECTURE_AUTOPSY.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-003,Map Rust architecture and current coverage,current-state/03_RUST_ARCHITECTURE_AUTOPSY.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-004,"Map Joe Newsroom studio, director, JFC, JNR2, player, and replay recipe",current-state/04_JOE_NEWSROOM_ARCHITECTURE_AUTOPSY.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-005,Define semantic-only newsroom_wizard_v1 ingress,architecture/01_SHARED_SEMANTIC_PERFORMANCE_CONTRACT.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-006,"Define actor layer, mask, bounds, contact, and hashes",architecture/02_ACTOR_LAYER_AND_MASK_CONTRACT.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-007,Preserve Joe TTS and caption timing authority,architecture/03_SPEECH_AND_MOUTH_TIMELINE.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-008,Plan desk and foreground occlusion,architecture/04_NEWSROOM_SET_AND_OCCLUSION.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-009,Plan desktop/mobile/close-up shot profiles,architecture/05_RESPONSIVE_SHOT_PROFILES.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-010,Plan General News Python integration,architecture/08_GENERAL_NEWS_IMPLEMENTATION.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-011,Plan AI Innovation Rust integration,architecture/09_AI_INNOVATION_IMPLEMENTATION.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-012,Preserve deterministic recording and replay provenance,architecture/10_RECORDING_REPLAY_AND_PROVENANCE.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-013,Define failure fallback and rollback,architecture/11_FAILURE_FALLBACK_AND_ROLLBACK.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-014,"Define governance, sensitivity, raw-control boundary, and accessibility",governance/01_NEWSROOM_WIZARD_MOTION_POLICY.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-015,Provide dependency-ordered file/symbol backlog,catalogs/implementation-backlog.json,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-016,Provide independent verification protocol and result,verification/INDEPENDENT_REVIEW.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-017,Provide coding-agent-ready master prompt,MASTER_CODING_AGENT_PROMPT.md,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
REQ-SYS-018,"Provide valid schemas, catalogs, CSV, checksums, and ZIP",ARTIFACT_MANIFEST.json,SYS-001;SYS-002;SYS-003;SYS-004;SYS-005;SYS-006;SYS-007;SYS-008,COVERED_BY_PLAN
